materials-id,composition,target
2,Eu1 F4 Yb1,0
3,Ac1 F3,1
5,F3 Lu1,1
6,F4 Th1,1
7,F3 Tm1,1
8,F3 Ho1,1
12,Dy1 F3,1
13,F3 Sm1,1
14,Dy1 F6 Gd1,0
15,Dy1 F6 Y1,0
17,Ba1 Er2 F8,1
19,F3 Nd1,1
20,Ba1 F8 Lu2,1
21,F6 Gd1 Y1,0
23,F3 Pr1,1
24,F3 Y1,1
25,Ba1 F8 Ho2,1
26,Ba1 Dy2 F8,1
27,Ca1 F4 Yb1,0
28,Ce1 F3,1
29,Er2 F8 Sr1,0
30,Ca1 Eu1 F4,0
31,F6 Pr1 Tm1,0
32,F2 O1 Th1,0
33,Dy2 F8 Sr1,0
34,Er1 F6 Sc1,0
36,F8 Gd2 Sr1,0
37,Ce1 F6 Tm1,0
38,Dy1 F6 Sc1,0
39,Ba1 F8 Sm2,1
40,Eu1 F4 Sr1,0
41,Ba1 F8 Y2,1
44,F6 Tb1 Tm1,0
45,F5 Lu3 O2,1
46,Er1 F6 Tb1,0
47,Eu1 F6 Hf1,1
48,Er1 F6 Lu1,0
49,F6 Ho1 Tb1,0
50,F5 O2 Tm3,1
52,F13 Rb1 Th3,1
53,F6 Hf1 Yb1,1
54,Er3 F5 O2,1
55,F6 Ho1 Lu1,0
56,F6 Gd1 Lu1,0
57,Dy1 F6 Lu1,0
58,F6 La1 Tb1,0
59,F6 Pr1 Sm1,0
60,Ba1 F8 Nd2,0
62,Dy3 F5 O2,1
64,Ce1 F6 Sm1,0
66,F6 Sm1 Tb1,0
72,Er3 F10 K1,1
73,F3 Sc1,1
74,Dy3 F10 K1,1
75,F5 Gd3 O2,1
76,Cs1 F10 Tm3,1
77,F9 Rb1 Th2,1
78,F6 Lu1 Sc1,0
79,Ba1 F8 Tb2,1
80,Eu4 F6 O1,0
82,F5 O2 Y3,1
83,Cs1 Er3 F10,1
84,Ce1 F6 Lu1,0
85,F6 Lu1 Tb1,0
86,O2 Th1,1
87,Ba1 F4 Yb1,0
89,F1 O1 Tm1,1
91,F9 Na1 Th2,1
92,Ca1 F6 Hf1,1
93,Eu1 F6 Zr1,1
94,Cs1 F10 Ho3,0
96,F6 Yb1 Zr1,1
99,Er1 F1 O1,1
100,F7 Rb1 Tm2,1
101,Ba3 F12 Sc2,1
102,F6 Sc1 Y1,0
103,F2 Sr1,1
107,Cs1 Dy3 F10,0
108,F7 Ho2 K1,1
110,Er2 F7 Rb1,1
111,Cs1 F7 Ho2,1
112,F7 K1 Lu2,1
113,F1 Ho1 O1,1
114,F7 Ho2 Rb1,1
115,F3 Pm1,1
116,Cs1 Dy2 F7,1
117,Dy2 F7 Rb1,1
118,Dy3 F10 Rb1,0
119,Ca1 F5 Y1,0
120,Dy1 F1 O1,1
121,Cs1 F7 Gd2,1
123,Dy2 F7 K1,0
124,Cs2 F25 Th6,0
128,Cs1 F10 Y3,0
130,F7 Sm1 Zr1,0
131,Ce1 F6 Sc1,0
132,Cs1 F7 Y2,1
134,F7 Gd2 K1,0
135,F7 Rb1 Y2,1
136,F10 Rb1 Y3,0
137,F7 Hf1 Tb1,0
138,F6 Sc1 Tb1,0
139,Cs1 F7 Sm2,1
140,Ba1 F2,1
141,Ce1 F7 Zr1,0
142,F12 Th1 Zr2,1
143,F1 O1 Y1,1
144,F10 K1 Tb3,1
145,Al1 Eu1 F5,0
146,Ba1 F4 Sr1,0
147,F7 Rb1 Sm2,1
148,F2 La1 O2 Pm1,0
149,Cs1 F10 Sm3,0
150,Ca1 F6 Zr1,1
152,F8 Pr1 Tm2,0
153,F6 Sr1 Zr1,1
154,Cs1 F7 Nd2,1
155,F11 Pr1 Zr2,1
156,Ce1 F8 Tm2,0
158,F1 O1 Sm1,1
159,F7 K1 Y2,0
161,Ba1 F6 Zr1,1
162,Eu1 F4 Mg1,0
165,Cs1 F7 Pr2,1
166,Ba1 Ca1 F4,0
167,Al1 F5 Yb1,0
168,Al1 Er1 F6,0
169,F5 O2 Sc3,0
170,Al1 Ba1 Ca1 F7,1
171,F5 O2 Tb3,0
172,Al2 Cl1 F25 Sr10,0
173,Cs1 F10 Sc3,0
174,F8 Tb1 Tm2,0
176,Al1 F6 Y1,0
177,Al1 Ca2 F7,0
179,F15 Tm1 Zr3,1
180,Er1 F8 Tm2,0
181,F6 Hf1 Mg1,1
182,Al1 Ba3 F9,0
186,F15 Y1 Zr3,1
187,Dy2 F8 Tb1,0
189,F1 Nd1 O1,1
191,Al1 Ca1 F7 Sr1,0
193,Al1 F6 Gd1,0
194,Cs1 F7 Tb2,1
195,F1 O1 Pr1,1
197,Cs1 F10 Tb3,0
199,F7 Rb1 Tb2,1
200,F4 Ho1 Li1,1
201,Al3 Ba5 F19,0
202,F15 Tb1 Zr3,1
203,Dy1 F4 Li1,1
206,F4 Gd1 Li1,1
207,F1 O1 Sc1,1
209,Al2 Ba2 Ca1 F14 Mg1,1
210,Al1 Ca1 F5,1
212,F4 Li1 Y1,1
213,Ce1 F1 O1,1
214,Al1 F6 Sc1,0
215,F7 Na1 Y2,0
216,Er1 F6 Ti1,0
219,Al1 F5 Sr1,1
220,F6 Ti1 Tm1,0
222,Al1 Ba1 F5,0
224,F4 Na1 Tm1,1
225,F4 K1 La1,1
226,Er1 F4 Na1,1
227,F6 Tm1 Zr1,0
229,Dy1 F4 Na1,1
230,F4 La2 S1,0
232,F4 La1 Na1,0
233,Al1 F6 Tb1,0
234,F4 Gd1 Na1,1
235,Ba6 Cl2 Eu1 F12,0
236,F6 Hf1 Tm1,0
237,Ba1 F4 Mg1,0
238,F7 Na1 Sc2,0
239,Er1 F6 Zr1,0
240,F4 Li1 Pr1,0
242,Al1 Ce1 F6,0
243,F6 Ho1 Zr1,0
245,F4 K1 Sm1,1
246,F2 O1 Yb2,0
247,Lu2 O3,1
250,F8 Pb1 Tm2,0
251,Ba6 F26 Mg7,0
253,F4 Mg1 Sr1,0
257,F4 La1 Rb1,1
258,Er2 F8 Pb1,0
259,F4 K1 Nd1,1
260,F4 Na1 Sm1,1
261,F4 K1 Pr1,1
262,Cl1 Eu2 F3,0
263,Al6 F34 Na2 Sr7,1
264,F6 La1 Ti1,0
266,F1 O1 Tb1,1
268,Ba2 F10 Mg3,0
269,F8 Hf1 Li2 Yb1,1
271,Ca4 F6 O1,0
272,Ce1 F4 K1,1
273,Ba7 Cl2 F12,0
274,Al1 F6 Li1 Yb1,1
275,O3 Tm2,1
276,F6 O1 Sr4,0
277,Ba6 F34 Mg11,0
279,F6 Nd1 Ti1,0
280,F6 Hf1 Sm1,0
282,F6 Hf1 Nd1,0
283,F4 Li1 Tb1,1
286,F6 Hf1 Pr1,0
287,F8 Gd2 Pb1,0
290,Eu1 F7 Ta1,1
291,F5 Mg1 Sc1,0
292,Al1 Eu1 F6 Li1,0
293,F12 Hf3 O1 Rb2,1
294,F6 Pr1 Ti1,0
295,Ba7 Br1 Cl1 F12,0
296,F6 Pr1 Zr1,0
297,Ce1 F6 Hf1,0
298,Ba2 F6 O1 Ti1,0
299,Be1 F4 Yb1,0
300,Eu2 F2 O1,0
303,Ca1 F6 Ti1,1
305,Eu1 F6 Si1,1
306,Ce1 F4 Na1,0
307,F6 Sr1 Ti1,1
309,Ce1 F6 Zr1,0
310,Er2 O3,1
311,F6 Lu1 Ti1,0
312,Ba1 F7 Na1 Zr1,1
313,Eu1 F8 Li2 Zr1,1
314,Ba2 F18 Mg7,0
315,Ba1 Be1 F4,1
316,F6 Si1 Yb1,1
317,Dy1 F6 Ti1,0
319,Ba1 Dy1 F4,0
320,F8 Mn1 Tm2,0
321,F8 Li2 Yb1 Zr1,1
322,F1 O1 Th1,0
323,F4 Nd2 S1,0
324,Be1 F4 Sr1,1
325,Er3 O6 Sc1,1
327,Cs1 F3 Yb1,1
328,F6 Lu1 Zr1,0
329,Ba1 F4 Tm1,0
330,F3 Rb1 Yb1,1
