materials-id,composition,target
0,Eu1 F2,1
1,F2 Yb1,1
2,Eu1 F4 Yb1,0
3,Ac1 F3,1
4,F3 La1,1
5,F3 Lu1,1
7,F3 Tm1,1
8,F3 Ho1,1
12,Dy1 F3,1
13,F3 Sm1,1
14,Dy1 F6 Gd1,0
15,Dy1 F6 Y1,0
16,Ba1 F8 Tm2,1
17,Ba1 Er2 F8,1
18,F8 Sr1 Tm2,1
19,F3 Nd1,1
20,Ba1 F8 Lu2,1
21,F6 Gd1 Y1,0
22,F25 K1 Th6,1
24,F3 Y1,1
29,Er2 F8 Sr1,0
30,Ca1 Eu1 F4,0
31,F6 Pr1 Tm1,0
33,Dy2 F8 Sr1,0
34,Er1 F6 Sc1,0
35,Ba1 F8 Gd2,1
36,F8 Gd2 Sr1,0
37,Ce1 F6 Tm1,0
39,Ba1 F8 Sm2,1
40,Eu1 F4 Sr1,0
43,F4 Sr1 Yb1,0
44,F6 Tb1 Tm1,0
45,F5 Lu3 O2,1
47,Eu1 F6 Hf1,1
49,F6 Ho1 Tb1,0
50,F5 O2 Tm3,1
52,F13 Rb1 Th3,1
53,F6 Hf1 Yb1,1
54,Er3 F5 O2,1
57,Dy1 F6 Lu1,0
58,F6 La1 Tb1,0
59,F6 Pr1 Sm1,0
60,Ba1 F8 Nd2,0
62,Dy3 F5 O2,1
63,Ba1 Ce2 F8,0
66,F6 Sm1 Tb1,0
67,Ba1 F8 Pr2,0
68,F3 Tb1,1
70,Er3 F10 Rb1,1
72,Er3 F10 K1,1
73,F3 Sc1,1
74,Dy3 F10 K1,1
75,F5 Gd3 O2,1
77,F9 Rb1 Th2,1
78,F6 Lu1 Sc1,0
79,Ba1 F8 Tb2,1
80,Eu4 F6 O1,0
82,F5 O2 Y3,1
83,Cs1 Er3 F10,1
89,F1 O1 Tm1,1
90,F6 Ho1 Sc1,0
91,F9 Na1 Th2,1
93,Eu1 F6 Zr1,1
95,Ca1 F2,1
98,F6 Hf1 Sr1,1
99,Er1 F1 O1,1
101,Ba3 F12 Sc2,1
103,F2 Sr1,1
105,F10 Ho3 Rb1,0
107,Cs1 Dy3 F10,0
110,Er2 F7 Rb1,1
113,F1 Ho1 O1,1
114,F7 Ho2 Rb1,1
117,Dy2 F7 Rb1,1
119,Ca1 F5 Y1,0
120,Dy1 F1 O1,1
121,Cs1 F7 Gd2,1
122,Ca1 F5 Sc1,0
124,Cs2 F25 Th6,0
125,Cs1 F10 Gd3,0
128,Cs1 F10 Y3,0
129,F1 La1 O1,1
130,F7 Sm1 Zr1,0
131,Ce1 F6 Sc1,0
132,Cs1 F7 Y2,1
133,F1 Gd1 O1,1
134,F7 Gd2 K1,0
135,F7 Rb1 Y2,1
137,F7 Hf1 Tb1,0
138,F6 Sc1 Tb1,0
139,Cs1 F7 Sm2,1
140,Ba1 F2,1
141,Ce1 F7 Zr1,0
142,F12 Th1 Zr2,1
143,F1 O1 Y1,1
146,Ba1 F4 Sr1,0
147,F7 Rb1 Sm2,1
149,Cs1 F10 Sm3,0
150,Ca1 F6 Zr1,1
153,F6 Sr1 Zr1,1
154,Cs1 F7 Nd2,1
155,F11 Pr1 Zr2,1
158,F1 O1 Sm1,1
160,F4 Hf1,1
161,Ba1 F6 Zr1,1
162,Eu1 F4 Mg1,0
