materials-id,composition,target
0,Ac1Ag1,True
1,Ac1Ag1Au2,True
3,Ac1Ag1Te2,True
4,Ac1Ag2Cd1,True
6,Ac1Ag2Pb1,True
7,Ac1Ag2Sn1,True
9,Ac1Ag2Yb1,True
10,Ac1Ag3,True
11,Ac1Al1Li2,False
13,Ac1Al3,True
14,Ac1Au2Bi1,True
15,Ac1Au2Ca1,True
17,Ac1Au2Eu1,True
19,Ac1Au2In1,True
20,Ac1Au2Na1,True
21,Ac1Au2Pb1,True
22,Ac1Au2Sb1,True
24,Ac1Au2Sr1,True
25,Ac1Au2Tl1,True
26,Ac1Au2Yb1,True
27,Ac1Au2Zn1,False
28,Ac1Au3,True
30,Ac1Ba3,False
31,Ac1Br1O1,True
32,Ac1Br3,True
33,Ac1Ca1Ga2,True
34,Ac1Ca1Hg2,True
35,Ac1Ca1In2,True
36,Ac1Ca1Mg2,True
37,Ac1Ca1Rh2,True
38,Ac1Ca1Tl2,True
39,Ac1Ca1Zn2,True
40,Ac1Ca3,False
41,Ac1Cd1Hg2,True
42,Ac1Cd1Rh2,True
43,Ac1Cd1Zn2,False
44,Ac1Cd2La1,True
46,Ac1Cd2Sr1,True
49,Ac1Ce1Mg2,False
50,Ac1Ce3,False
51,Ac1Cl1O1,True
52,Ac1Cl3,True
54,Ac1Cs1,False
55,Ac1Cs1Te2,True
56,Ac1Cs3,False
57,Ac1Cu1F1O2,False
59,Ac1Cu3,True
60,Ac1Dy3,False
61,Ac1Er3,False
63,Ac1Eu1Zn2,True
64,Ac1Eu3,False
66,Ac1F3,True
68,Ac1Ga1O3,True
69,Ac1Ga1Te2,True
70,Ac1Ga2Sr1,True
74,Ac1H2,True
75,Ac1H3,True
76,Ac1Hg1Rh2,True
77,Ac1Hg1Te2,True
78,Ac1Hg2In1,True
79,Ac1Hg2Li1,True
80,Ac1Hg2Mg1,True
82,Ac1Hg2Sn1,True
85,Ac1Hg2Yb1,True
86,Ac1Hg3,True
87,Ac1I3,True
88,Ac1In1Li2,True
90,Ac1In1Zn2,False
91,Ac1In2Na1,False
92,Ac1In2Sr1,True
93,Ac1In3,True
95,Ac1K3,False
96,Ac1La1,False
97,Ac1La1Mg2,False
98,Ac1La3,False
101,Ac1Li1Te2,True
102,Ac1Li1Tl2,True
103,Ac1Li2Pb1,True
104,Ac1Li2Sn1,True
105,Ac1Li2Tl1,True
107,Ac1Mg1,True
108,Ac1Mg149,True
109,Ac1Mg1O3,False
111,Ac1Mg1Zn2,True
