materials-id,composition,target
0,Ac1Ag1,True
4,Ac1Ag2Cd1,True
5,Ac1Ag2In1,True
7,Ac1Ag2Sn1,True
12,Ac1Al1O3,True
13,Ac1Al3,True
16,Ac1Au2Cd1,True
17,Ac1Au2Eu1,True
18,Ac1Au2Hg1,True
20,Ac1Au2Na1,True
22,Ac1Au2Sb1,True
23,Ac1Au2Sn1,True
26,Ac1Au2Yb1,True
28,Ac1Au3,True
30,Ac1Ba3,False
32,Ac1Br3,True
33,Ac1Ca1Ga2,True
34,Ac1Ca1Hg2,True
35,Ac1Ca1In2,True
36,Ac1Ca1Mg2,True
37,Ac1Ca1Rh2,True
38,Ac1Ca1Tl2,True
39,Ac1Ca1Zn2,True
40,Ac1Ca3,False
42,Ac1Cd1Rh2,True
43,Ac1Cd1Zn2,False
44,Ac1Cd2La1,True
45,Ac1Cd2Mg1,True
46,Ac1Cd2Sr1,True
47,Ac1Cd2Yb1,True
48,Ac1Cd3,True
49,Ac1Ce1Mg2,False
50,Ac1Ce3,False
51,Ac1Cl1O1,True
52,Ac1Cl3,True
54,Ac1Cs1,False
55,Ac1Cs1Te2,True
56,Ac1Cs3,False
57,Ac1Cu1F1O2,False
58,Ac1Cu1O3,True
59,Ac1Cu3,True
60,Ac1Dy3,False
61,Ac1Er3,False
63,Ac1Eu1Zn2,True
64,Ac1Eu3,False
65,Ac1F1O1,True
66,Ac1F3,True
70,Ac1Ga2Sr1,True
71,Ac1Ga2Yb1,True
73,Ac1Ge3,True
74,Ac1H2,True
75,Ac1H3,True
76,Ac1Hg1Rh2,True
77,Ac1Hg1Te2,True
78,Ac1Hg2In1,True
79,Ac1Hg2Li1,True
80,Ac1Hg2Mg1,True
83,Ac1Hg2Sr1,True
84,Ac1Hg2Tl1,True
86,Ac1Hg3,True
88,Ac1In1Li2,True
90,Ac1In1Zn2,False
91,Ac1In2Na1,False
92,Ac1In2Sr1,True
94,Ac1K1Te2,True
95,Ac1K3,False
96,Ac1La1,False
97,Ac1La1Mg2,False
98,Ac1La3,False
99,Ac1Li1O3,False
100,Ac1Li1Rh2,True
101,Ac1Li1Te2,True
103,Ac1Li2Pb1,True
104,Ac1Li2Sn1,True
105,Ac1Li2Tl1,True
107,Ac1Mg1,True
109,Ac1Mg1O3,False
110,Ac1Mg1Tl2,True
111,Ac1Mg1Zn2,True
113,Ac1Mg2Pr1,False
114,Ac1Mg2Yb1,False
116,Ac1Mg5,True
117,Ac1Mn1O3,True
118,Ac1N1,True
119,Ac1Na1,False
120,Ac1Na1Te2,True
121,Ac1Na1Tl2,True
123,Ac1Nd3,False
124,Ac1Ni1O3,True
126,Ac1O3Rb1,False
127,Ac1O3Sc1,False
128,Ac1O3Si1,False
129,Ac1O3Ti1,True
130,Ac1O3V1,True
132,Ac1Pd2Sn1,True
133,Ac1Pm3,False
134,Ac1Pr3,False
135,Ac1Rb1Te2,True
136,Ac1Rb3,False
139,Ac1Sc3,False
141,Ac1Si3,True
143,Ac1Sr1Tl2,True
144,Ac1Sr1Zn2,True
145,Ac1Sr3,False
146,Ac1Tb3,False
148,Ac1Te3,True
149,Ac1Th3,False
150,Ac1Tl2Yb1,True
151,Ac1Y3,False
152,Ac1Yb1Zn2,True
153,Ac1Yb3,False
154,Ac1Zn3,True
156,Ac2Ag1Pb1,True
158,Ac2Au1Si1,True
160,Ac2Cd1Ga1,True
162,Ac2Cd1Hg1,True
164,Ac2Cd1Tl1,True
165,Ac2Cu1Ga1,True
166,Ac2Cu1Ge1,True
167,Ac2Cu1Ir1,True
168,Ac2Cu1Ru1,True
170,Ac2Cu1Sn1,True
171,Ac2Ga1In1,True
173,Ac2Ga1Mg1,True
175,Ac2Ga1Zn1,True
176,Ac2Ge1Hg1,True
177,Ac2Ge1Li1,True
178,Ac2Ge1Ni1,True
179,Ac2Ge1Pd1,True
180,Ac2Ge1Zn1,True
181,Ac2Hg1Si1,True
182,Ac2Hg1Sn1,True
184,Ac2In1Tl1,True
186,Ac2Ir1Li1,True
187,Ac2Ir1Ni1,True
188,Ac2Ir1Pd1,True
189,Ac2Ir1Rh1,True
191,Ac2Li1Pb1,True
192,Ac2Li1Ru1,True
193,Ac2Li1Si1,True
194,Ac2Li1Sn1,False
196,Ac2Mg1,False
197,Ac2Mg1Pb1,True
198,Ac2Mg1Sn1,True
199,Ac2Mg1Tl1,True
201,Ac2Na1Pb1,True
202,Ac2Na1Sn1,True
204,Ac2Pd1Si1,True
206,Ac2Si1Zn1,True
207,Ac2Sn1Tl1,True
208,Ac2Sn1Zn1,True
209,Ac3Ag1,False
210,Ac3Au1,False
211,Ac3Ba1,False
212,Ac3Br1,False
213,Ac3Ca1,False
215,Ac3Ce1,False
216,Ac3Cl1,False
221,Ac3Eu1,False
222,Ac3Hg1,False
223,Ac3Ho1,False
224,Ac3I1,False
225,Ac3In1,True
226,Ac3K1,False
227,Ac3La1,False
228,Ac3Li1,False
233,Ac3Nd1,False
237,Ac3Pr1,False
238,Ac3Rb1,False
239,Ac3Sc1,False
240,Ac3Si1,False
241,Ac3Sm1,False
242,Ac3Sn1,True
243,Ac3Sr1,False
244,Ac3Tb1,False
246,Ac3Ti1,False
247,Ac3Tl1,True
248,Ac3Tm1,False
251,Ac3Yb1,False
252,Ac3Zn1,False
256,Ag10Br3Te4,True
257,Ag10Cu1O12Pb3,False
258,Ag10La4Mg3,True
259,Ag10O13Si4,False
260,Ag10S11Si3,False
261,Ag11Hg9,False
262,Ag11K1O16V4,False
263,Ag12As14Cu29,False
264,Ag12F29Li17,False
265,Ag12Ga1Mg7,False
267,Ag13Al36Mg32,False
268,Ag13As3I4O12,False
269,Ag13Bi14I56,False
270,Ag13Bi15I64,False
271,Ag13Ga5,True
273,Ag13O6Os1,False
275,Ag15Bi7I40,False
278,Ag16As4Hg1S15,False
279,Ag16Ca6N1,True
281,Ag17In9,False
282,Ag17Mg54,True
284,Ag18Te11Tl4,True
285,Ag19Al24Mg30,False
286,Ag1Al1,False
